productname,size,newprice,oldprice,link
Birne Abate 1 Stk (Argentinien),1S,"0,79",0,https://www.goflink.com//de-DE/shop/product/birne-abate-1-stk-argentinien-11013978/
Birne Abate 1 Stk. (Belgien),1S,"0,79",0,https://www.goflink.com//de-DE/shop/product/birne-abate-1-stk-belgien-11013228/
Birne Abate 1 Stk. (Chile),1S,"0,79",0,https://www.goflink.com//de-DE/shop/product/birne-abate-1-stk-chile-11013299/
Birne Abate 1 Stk. (Italien),1S,"0,79",0,https://www.goflink.com//de-DE/shop/product/birne-abate-1-stk-11011783/
Birne Abate 1 Stk. (Schweiz),1S,"0,79",0,https://www.goflink.com//de-DE/shop/product/birne-abate-1-stk-schweiz-11013666/
Birne Abate 1 Stk. (Südafrika),1S,"0,79",0,https://www.goflink.com//de-DE/shop/product/birne-abate-1-stk-sudafrika-11012872/
Birne Celise / Rosemarie 1 Stk. (Südafrika),1S,"0,70",0,https://www.goflink.com//de-DE/shop/product/birne-celise-rosemarie-1-stk-sudafrika-11012169/
Birne Conference 1 Stk. (Belgien),1S,"0,70",0,https://www.goflink.com//de-DE/shop/product/birne-conference-1-stk-belgien-11012168/
Birne Conference 1 Stk. (Niederlande),1S,"0,70",0,https://www.goflink.com//de-DE/shop/product/birne-conference-1-stk-niederlande-11016425/
Birne Conference 1kg (Belgien),ConferenceS,"2,29",0,https://www.goflink.com//de-DE/shop/product/birne-conference-1kg-belgien-11015658/
Birne Conference 1kg (Niederlande),ConferenceS,"2,29",0,https://www.goflink.com//de-DE/shop/product/birne-conference-1kg-niederlande-11015822/
Birne Forelle 1 Stk. (Argentinien),1S,"0,70",0,https://www.goflink.com//de-DE/shop/product/birne-forelle-1-stk-argentinien-11014398/
Birne Forelle 1 Stk. (Chile),1S,"0,70",0,https://www.goflink.com//de-DE/shop/product/birne-forelle-1-stk-chile-11012944/
Birne Forelle 1 Stk. (Südafrika),1S,"0,70",0,https://www.goflink.com//de-DE/shop/product/birne-forelle-1-stk-sudafrika-11014399/
Birne Limonera 1 Stk. (Spanien),1S,"0,70",0,https://www.goflink.com//de-DE/shop/product/birne-limonera-1-stk-spanien-11014720/
Birne Rocha 1 Stk. (Portugal),1S,"0,79",0,https://www.goflink.com//de-DE/shop/product/birne-rocha-1-stk-portugal-11016124/
Blutorangen 1.5kg (Italien),BlutorangenS,"3,99",0,https://www.goflink.com//de-DE/shop/product/blutorangen-1-5kg-italien-11016552/
Brombeeren 125g (Belgien),BrombeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/brombeeren-125g-belgien-11013665/
Brombeeren 125g (Deutschland),BrombeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/brombeeren-125g-deutschland-11013205/
Brombeeren 125g (Niederlande),BrombeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/brombeeren-125g-niederlande-11013204/
Brombeeren 125g (Portugal),BrombeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/brombeeren-125g-portugal-11013207/
Brombeeren 125g (Spanien),BrombeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/brombeeren-125g-spanien-11012425/
Chiquita Banane 1 Stk. (Costa Rica),Stk.S,"0,34",0,https://www.goflink.com//de-DE/shop/product/chiquita-bananen-1-stk-costa-rica-11014393/
Chiquita Banane 1 Stk. (Ecuador),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/chiquita-bananen-1-stk-ecuador-11014394/
Chiquita Banane 1 Stk. (Guatemala),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/chiquita-bananen-1-stk-guatemala-11014395/
Chiquita Banane 1 Stk. (Kolumbien),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/chiquita-bananen-1-stk-kolumbien-11014392/
Chiquita Banane 1 Stk. (Panama),1S,"0,34",0,https://www.goflink.com//de-DE/shop/product/chiquita-bananen-1-stk-panama-11014396/
Datteln 200g (Israel),DattelnS,"2,59",0,https://www.goflink.com//de-DE/shop/product/datteln-200g-israel-11013304/
Datteln 200g (Marokko),DattelnS,"2,59",0,https://www.goflink.com//de-DE/shop/product/datteln-200g-marokko-11013303/
Datteln 200g (Südafrika),DattelnS,"2,59",0,https://www.goflink.com//de-DE/shop/product/datteln-200g-sudafrika-11013209/
Datteln 200g (Tunesien),DattelnS,"2,59",0,https://www.goflink.com//de-DE/shop/product/datteln-200g-tunesien-11012954/
Datteln 200g (Türkei),DattelnS,"2,59",0,https://www.goflink.com//de-DE/shop/product/datteln-200g-turkei-11013210/
Datteln 200g (Ägypten),DattelnS,"2,59",0,https://www.goflink.com//de-DE/shop/product/datteln-200g-agypten-11013208/
Datteln 300g (Tunesien),DattelnS,"3,69",0,https://www.goflink.com//de-DE/shop/product/datteln-300g-tunesien-11015644/
Erdbeeren 250g (Deutschland),ErdbeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/erdbeeren-250g-deutschland-11016442/
Erdbeeren 250g (Griechenland),ErdbeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/erdbeeren-250g-griechenland-11016445/
Erdbeeren 250g (Marokko),ErdbeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/erdbeeren-250g-marokko-11016446/
Erdbeeren 250g (Niederlande),ErdbeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/erdbeeren-250g-niederlande-11016443/
Erdbeeren 250g (Spanien),ErdbeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/erdbeeren-250g-spanien-11016447/
Erdbeeren 250g (Ägypten),ErdbeerenS,"2,79",0,https://www.goflink.com//de-DE/shop/product/erdbeeren-250g-agypten-11016444/
