productname;newprice;oldprice;link
Yellow Tail Shiraz Australien 0,75l;2,99;5,99;https://www.goflink.com//de-DE/shop/product/yellow-tail-shiraz-australien-0-75l-11011727/
Käfer Hugo Holunderblüte + Limette Alkoholfrei 0,75l;3,49;0;https://www.goflink.com//de-DE/shop/product/kafer-hugo-holunderblute-limette-alkoholfrei-750ml-11013851/
Natureo Sparkling Alkoholfrei 0,75l;9,99;0;https://www.goflink.com//de-DE/shop/product/natureo-sparkling-alkoholfrei-0-75l-11015571/
Rotkäppchen Alkoholfrei 0,75l;1,80;4,49;https://www.goflink.com//de-DE/shop/product/rotkappchen-alkoholfrei-0-75l-11010039/
Alde Gott Secco Weiße Perle 0,2l;3,19;0;https://www.goflink.com//de-DE/shop/product/alde-gott-secco-weisse-perle-0-2l-11017662/
Bouvet Excellence Crémant de Loire Brut AOC. 0,75l;13,50;0;https://www.goflink.com//de-DE/shop/product/bouvet-excellence-cremant-de-loire-aoc-brut-0-75l-11015373/
Bouvet Excellence Crémant de Loire Rosé Brut AOC. 0,75l;13,50;0;https://www.goflink.com//de-DE/shop/product/bouvet-excellence-cremant-de-loire-rose-aoc-brut-0-75l-11015374/
Chandon Garden Spritz 0,7l;10,99;21,99;https://www.goflink.com//de-DE/shop/product/chandon-garden-spritz-11-5-0-7l-11012495/
Cinzano Asti 0,75l;6,99;0;https://www.goflink.com//de-DE/shop/product/cinzano-asti-0-75l-11017395/
Deinhard Chardonnay Sekt Brut 0,75l;7,99;0;https://www.goflink.com//de-DE/shop/product/deinhard-chardonnay-sekt-brut-0-75l-11016783/
Deinhard Pinot Noir Rose Sekt Brut 0,75l;7,99;0;https://www.goflink.com//de-DE/shop/product/deinhard-pinot-noir-rose-sekt-brut-0-75l-11016782/
Freixenet Carta Nevada Dry D.O. Cava 0,75l;1,80;5,99;https://www.goflink.com//de-DE/shop/product/freixenet-carta-nevada-dry-d-o-cava-11-5-0-75l-11010046/
Freixenet Carta Nevada Medium Dry 0,2l;2,69;0;https://www.goflink.com//de-DE/shop/product/freixenet-carta-nevada-medium-dry-0-2l-11016955/
Freixenet Carta Nevada Medium Dry 0,75l;5,99;0;https://www.goflink.com//de-DE/shop/product/freixenet-carta-nevada-medium-dry-0-75l-11014407/
Fürst von Metternich 0,75l;8,99;0;https://www.goflink.com//de-DE/shop/product/furst-von-metternich-12-5-750ml-11013259/
Geldermann Grand Brut 0,75l;6,99;0;https://www.goflink.com//de-DE/shop/product/geldermann-grand-brut-12-0-75l-11012035/
Gracioso Hugo 0,75l;1,99;0;https://www.goflink.com//de-DE/shop/product/gracioso-hugo-0-75l-11014081/
Käfer Hugo Holunder Mix 0,75l;3,69;0;https://www.goflink.com//de-DE/shop/product/kafer-hugo-holunder-mix-750ml-11013850/
Käfer Lemon Secco 0,75l;3,49;0;https://www.goflink.com//de-DE/shop/product/kafer-lemon-secco-0-75l-11016780/
Käfer Pink Grapefruit Secco 0,75l;3,49;0;https://www.goflink.com//de-DE/shop/product/kafer-pink-grapefruit-secco-0-75l-11016781/
La Cheteau Cremant de Loire Brut 0,75l;6,49;0;https://www.goflink.com//de-DE/shop/product/la-cheteau-cremant-de-loire-brut-0-75l-11013802/
Lutter & Wegner Sekt 0,75l;4,49;0;https://www.goflink.com//de-DE/shop/product/lutter-and-wegner-11-750ml-11013260/
Mionetto Prosecco D.O.C. Treviso Brut Spumante 0,75l;4,39;8,79;https://www.goflink.com//de-DE/shop/product/mionetto-prosecco-d-o-c-treviso-brut-spumante-0-75l-11014511/
Rotkäppchen Sekt Halbtrocken 0,75l;4,49;0;https://www.goflink.com//de-DE/shop/product/rotkappchen-sekt-halbtrocken-0-75l-11010040/
Rotkäppchen Sekt Riesling 0,75l;2,99;5,99;https://www.goflink.com//de-DE/shop/product/rotkappchen-sekt-riesling-0-75l-11010042/
Rotkäppchen Sekt Rosé trocken 0,75l;4,49;0;https://www.goflink.com//de-DE/shop/product/rotkappchen-sekt-rose-trocken-0-75l-11017396/
Rotkäppchen Sekt Trocken 0,75l;4,49;0;https://www.goflink.com//de-DE/shop/product/rotkappchen-sekt-trocken-0-75l-11010043/
Rotkäppchen Sekt halbtrocken 0,2l;1,49;0;https://www.goflink.com//de-DE/shop/product/rotkappchen-sekt-halbtrocken-0-2l-11017394/
Ruggeri Vecchie Viti Prosecco Superiore Valdobbiadene Brut 0,75l;9,99;0;https://www.goflink.com//de-DE/shop/product/ruggeri-vecchie-viti-prosecco-superiore-valdobbiadene-brut-0-75l-11012527/
Schloss Munzingen Sekt Brut 0,75l;5,39;0;https://www.goflink.com//de-DE/shop/product/schloss-munzingen-sekt-brut-0-75l-11014501/
Valdo - BIO Prosecco DOC Biologico Brut -0,75l;10,49;0;https://www.goflink.com//de-DE/shop/product/valdo-bio-prosecco-doc-biologico-brut-0-75l-11015979/
Valdo - Marca Oro - Valdobbiadene Prosecco Superiore DOCG 0,75l;9,99;0;https://www.goflink.com//de-DE/shop/product/valdo-marca-oro-valdobbiadene-prosecco-superiore-docg-0-75l-11015977/
Valdo - Rosé Brut Paradise Spumante Brut - 0,75l;9,99;0;https://www.goflink.com//de-DE/shop/product/valdo-rose-brut-paradise-spumante-brut-0-75l-11015978/
Weingut Bassermann Jordan - Riesling Sekt - Brut - Pfalz - 0,75l;13,90;0;https://www.goflink.com//de-DE/shop/product/weingut-bassermann-jordan-riesling-sekt-brut-pfalz-0-75l-11016027/
Miguel Torres Natureo Rosé Alkoholfrei 0,75l;8,49;0;https://www.goflink.com//de-DE/shop/product/natureo-rose-torres-alkoholfrei-0-75l-11015569/
Alde Gott Kuck Kuck Cuvée rosé 0,75l;7,49;0;https://www.goflink.com//de-DE/shop/product/alde-gott-kuck-kuck-cuvee-rose-0-75l-11017660/
